,CUSTOMER_ID,CUSTOMER_NAME,SSN,AGE,CUSTOMER_EDUCATION_LEVEL,ADDRESS_LINE1,ADDRESS_LINE2,CITY,POSTAL_CODE,MARITAL_STATUS,NO_OF_FAMILY_MEMBERS,EMPLOYMENT_STATUS,HOUSE_TYPE
1067,A00007454,Ricky Petrie,211-82-8250,51,Bachelor,2534 Willena Avenue,,Montgomery,36107,N,3,Y,Rent
1068,A00001772,Molly Marcus,230-61-5286,52,High School,10222 Pine Glen Circle,,Louisville,40291,Y,6,Y,Rent
1069,A00003404,Phyllis Marco,050-06-4967,49,Bachelor,102 Hayes Drive,,Pooler,31322,Y,7,Y,Rent
1070,A00001040,Juan Uribe,851-98-3798,48,High School,75 Calfoster Drive,,Wolcott,5680,Y,7,Y,Mortgage
1071,A00000159,Michael Hill,251-29-5596,50,High School,2426 East Onyx Trail,#6,Fayetteville,72701,Y,4,Y,Own
1072,A00006892,James Dill,558-16-8447,35,High School,20 Hacker Street,#3,Worcester,1603,Y,5,Y,Mortgage
1073,A00003238,Esther Griffith,272-95-6533,57,Bachelor,8752 Pierce Way,#127,Arvada,80003,Y,5,Y,Rent
1074,A00004697,Tammy Pedraza,394-79-5437,60,PhD,3 Furman Place,,Swanton,5488,Y,5,Y,Mortgage
1075,A00006657,Karen James,244-68-3055,29,MD,110 Seaton Place Northwest,,Washington,20001,Y,7,Y,Own
1076,A00001365,Robert Palazzi,533-13-3789,30,High School,7968 Newman Street,,Arvada,80005,Y,4,Y,Own
1077,A00003181,Daniel Gonzales,134-23-3540,41,College,253 Colt Drive,,Nashville,37221,Y,2,Y,Rent
1078,A00000623,Michael Knaff,131-84-3665,41,Bachelor,347 Brewer Drive,,Nashville,37211,Y,5,Y,Rent
1079,A00005877,Marty Beam,380-79-1705,56,High School,5743 Teller Street,#103,Arvada,80002,Y,3,Y,Mortgage
1080,A00001341,David Pleasant,692-91-2636,60,College,30 Windermere Drive,,Agawam,1030,N,6,Y,Rent
1081,A00003321,Anna Moya,869-18-0324,38,PhD,481 East Redbud Lane,,Fayetteville,72703,N,3,Y,Mortgage
1082,A00008537,Jacqueline Wilkinson,375-61-6656,28,Bachelor,2310 Donleigh Court,,Louisville,40222,Y,2,Y,Rent
1083,A00006984,Jerrold Brown,655-38-9037,46,College,1439 2nd Street,,Panama City,32409,Y,5,Y,Rent
1084,A00009887,Daniel Pettiford,023-56-7964,56,Bachelor,604 Northwest 118th Street,,Oklahoma City,73114,Y,3,Y,Own
1085,A00007269,Sharon Garland,298-18-0015,48,Bachelor,2315 Chestnut Street,,Montgomery,36107,N,6,Y,Own
1086,A00000568,Victor Schroeder,600-71-4115,30,High School,1261 Sioux Terrace,,Nashville,37115,Y,4,Y,Own
1087,A00005932,Eileen Frazier,780-28-8467,32,High School,205 West Montgomery Cross Road,#1602,Savannah,31406,Y,4,Y,Own
1088,A00000226,Susie Reynolds,513-03-1730,58,Masters,424 Callan Avenue,#216,San Leandro,94577,N,2,Y,Rent
1089,A00009331,David Huard,879-59-9386,33,Bachelor,7132 South Villa Avenue,,Oklahoma City,73159,Y,3,Y,Own
1090,A00000408,Victor Carbone,075-21-9839,48,Bachelor,416 Waverly Avenue,,Baltimore,21225,Y,6,Y,Mortgage
1091,A00001436,Christina Mondell,605-69-9930,30,College,475 Maple Street,#613,Holyoke,1040,Y,6,Y,Mortgage
1092,A00009274,Ernest Vela,888-40-1460,32,,17623 Norma Lane,,Fountain,32438,Y,3,Y,Rent
1093,A00000038,Frank Calderon,766-69-4609,56,,3714 John Mallette Drive,,Nashville,37218,Y,4,Y,Rent
1094,A00001700,Judith Karr,371-99-2432,35,High School,5157 West Kerry Lane,,Glendale,85308,N,6,N,Mortgage
1095,A00007729,Latoya Mcninch,216-48-2851,48,High School,3820 North Peniel Avenue,,Bethany,73008,N,6,Y,Own
1096,A00002617,Jennefer Shields,086-17-6612,27,High School,60 Montgomery Street,#3,Springfield,1151,Y,2,Y,Mortgage
1097,A00001692,Tom Sandoval,295-25-3027,53,Bachelor,108 Chalmers Avenue,,Glen Burnie,21061,Y,5,Y,Own
1098,A00004636,John Mcpherson,686-27-3350,34,Bachelor,7911 Deronia Avenue,,Louisville,40222,Y,6,Y,Rent
1099,A00003302,Lawrence Andrews,336-18-4103,61,College,22709 Canyon Terrace Drive,#2,Castro Valley,94552,N,3,Y,Rent
1100,A00004115,Colby Johnson,656-44-6273,30,Bachelor,201 West Street,,Annapolis,21401,Y,5,Y,Own
1101,A00007267,Kenneth Hunt,200-64-8896,59,College,403 Turkey Creek Road,,Mathews,36052,Y,6,Y,Mortgage
1102,A00001364,Esther Bigham,720-69-5822,55,Bachelor,1101 Lotus Avenue,,Glen Burnie,21061,Y,5,N,Mortgage
1103,A00005690,Elizabeth Mcknight,621-74-4562,57,Bachelor,8821 West Myrtle Avenue,,Glendale,85305,Y,6,Y,Mortgage
1104,A00008127,Lula Woodruff,024-55-7838,37,,8243 Daniels Purchase Way,,Millersville,21108,Y,7,Y,Rent
1105,A00005384,Adam Perez,002-77-0019,30,Masters,7030 Cotton Blossom Lane,,Montgomery,36117,Y,2,N,Mortgage
1106,A00009605,Willie Mcintosh,868-77-9664,43,High School,1420 12th Street Northwest,,Washington,20005,Y,5,Y,Rent
1107,A00005677,Randy Yates,329-72-1931,57,,72 Milford Road,,Manchester,6042,N,2,Y,Mortgage
1108,A00004365,Lynne Good,142-57-9266,45,Bachelor,5959 North 55th Avenue,,Glendale,85301,N,4,Y,Rent
1109,A00002067,Irvin Hooker,470-76-3685,46,Bachelor,4306 Bylsma Circle,,Panama City,32404,Y,7,Y,Mortgage
1110,A00007380,Raymond Pound,410-71-2478,38,High School,1822 Dixdale Avenue,,Louisville,40210,Y,6,Y,Rent
1111,A00001524,Ralph Bolden,185-06-5531,28,High School,130 Old Route 103,,Chester,5143,Y,5,Y,Mortgage
1112,A00003978,Robert Green,817-27-2034,39,Bachelor,503 Orchard Road,,Glen Burnie,21061,Y,7,Y,Mortgage
1113,A00009355,Stephen Shaw,400-72-6873,49,High School,424 North Powderhorn Drive,,Fayetteville,72704,Y,4,N,Own
1114,A00004586,Christopher Hatfield,306-56-1670,27,Bachelor,133 White Cap Way,,Panama City Beach,32407,Y,3,Y,Own
1115,A00004045,Emely Medas,161-49-0568,31,MD,86 Highland Street,,Manchester,6040,N,4,Y,Mortgage
1116,A00002873,Jeffrey Geimer,217-47-3946,40,MD,6100 Bullard Drive,,Oakland,94611,N,3,Y,Mortgage
1117,A00008398,Paul Power,512-52-1896,44,Bachelor,3652 East Blue Stone Drive,,Fayetteville,72764,Y,6,Y,Own
1118,A00000281,Delbert Mccandless,449-60-6590,51,Masters,1931 West Deane Street,A,Fayetteville,72703,N,7,Y,Mortgage
1119,A00009279,Ernest Coker,126-80-2428,54,Masters,629 Debbie Drive,,Nashville,37076,N,2,Y,Own
1120,A00006953,Eve Camren,841-45-9547,31,Masters,4339 Benning Road Northeast,,Washington,20019,Y,7,Y,Mortgage
1121,A00000402,Eddie Banks,843-91-1419,35,Bachelor,1987 Boxer Court,,San Lorenzo,94580,Y,2,Y,Mortgage
1122,A00000955,June Wang,364-11-9647,31,Masters,236 Middle Turnpike East,,Manchester,6040,Y,5,Y,Own
1123,A00002333,Bonita Yockey,196-54-6045,59,High School,112 Coleman Boulevard,,Savannah,31408,Y,5,Y,Mortgage
1124,A00008956,Eva Ledesma,636-82-1982,42,College,1205 Southwest 128th Street,,Oklahoma City,73170,Y,2,Y,Mortgage
1125,A00005066,Grace Trower,144-88-1260,45,Bachelor,84 Orange Street,,Barre,5641,Y,5,Y,Mortgage
1126,A00003523,Paul Wasinger,676-84-5278,52,Bachelor,1909 Seventh Street,M,Berkeley,94710,Y,5,Y,Own
1127,A00008487,Betty Alvarez,019-50-1963,27,MD,5747 West Missouri Avenue,#122,Glendale,85301,Y,5,Y,Own
1128,A00002881,Sybil Mantini,381-94-0035,49,Bachelor,3065 East Pebblestone Drive,,Fayetteville,72701,Y,6,Y,Own
1129,A00006520,Elizabeth Chavarria,646-73-1191,42,High School,1124 Frederick Douglass Avenue,,Oklahoma City,73117,Y,7,Y,Rent
1130,A00000168,Thomas Becnel,334-60-6682,44,Bachelor,1400 Rosa L Parks Boulevard,#305,Nashville,37208,Y,3,Y,Rent
1131,A00007560,Regina Turrie,827-46-4688,47,High School,18 Cambridge Street,,Manchester,6042,Y,3,Y,Rent
1132,A00007126,Cynthia Lollar,528-36-5708,57,High School,15 Lakewood Drive,,Thunderbolt,31410,N,5,Y,Mortgage
1133,A00008044,Olga Caudle,103-73-9865,39,Bachelor,1309 Clay Avenue,,Panama City,32401,Y,6,Y,Mortgage
1134,A00000867,Vanessa Jones,481-61-5048,54,Bachelor,3008 Russell Street,#R 1,Berkeley,94705,Y,5,Y,Own
1135,A00009484,Sonya Isaacs,854-55-5384,63,Bachelor,345 Buckland Hills Drive,#7,Manchester,6042,N,2,Y,Own
1136,A00004758,Nancy Hill,425-38-8343,35,Bachelor,295 Townes Drive,,Nashville,37211,Y,3,Y,Rent
1137,A00009285,Lisa Yarrington,310-81-8785,63,High School,12061 Johns Road,#APT 000002,Anchorage,99515,Y,2,Y,Mortgage
1138,A00002847,Mary Leon,113-67-2159,50,Bachelor,325 Alexander Drive,,Lynn Haven,32444,N,3,Y,Mortgage
1139,A00004620,Jeannette Smith,392-97-1556,61,High School,3100 Don Juan Court,,Montgomery,36110,Y,5,Y,Mortgage
1140,A00005941,Louise Poss,877-63-6012,51,MD,501 Holly Avenue,,Pooler,31322,N,4,Y,Rent
1141,A00008749,Joellen Thompson,093-14-8486,61,Masters,38676 Greenwich Circle,,Fremont,94536,Y,7,Y,Mortgage
1142,A00007461,Kerri Bissonnette,738-73-7535,34,Bachelor,1505 Rosewood Avenue,#11,Louisville,40204,Y,7,Y,Mortgage
1143,A00006150,Lucy Mcclure,650-55-5677,42,,318 Lydall Street,,Manchester,6042,Y,3,Y,Own
1144,A00003394,Susan Corrigan,232-70-2058,54,Bachelor,829 Dunbarton Road,,Montgomery,36117,Y,6,Y,Mortgage
1145,A00002431,Flora Scipioni,625-94-9448,48,Masters,2169 Barre Road,,Hubbardston,1452,Y,2,Y,Rent
1146,A00001725,Harold Avery,655-73-5596,61,Bachelor,3437 Sommerville Drive,,Montgomery,36111,N,2,Y,Rent
1147,A00004828,Matt Yokum,483-61-5288,47,Bachelor,9436 Briarlea Court,,Montgomery,36117,Y,3,Y,Rent
1148,A00002751,Jennifer Paulson,528-93-7001,35,Bachelor,2224 East Tall Oaks Drive,,Fayetteville,72703,Y,2,Y,Rent
1149,A00006735,Matthew Siefkes,574-33-9473,45,Bachelor,618 Amberjack Drive,,Panama City,32408,Y,5,Y,Mortgage
1150,A00008597,Guy Staggers,039-04-4587,49,Bachelor,319 West Silverwood Drive,,Midwest City,73110,Y,7,Y,Rent
1151,A00002033,Jean Cunningham,365-78-9238,45,Bachelor,309 Glenwood Avenue,,Glen Burnie,21061,Y,6,Y,Mortgage
1152,A00002785,Terri Filmore,328-38-3720,31,High School,12300 Apache Avenue,#107,Savannah,31419,Y,6,Y,Mortgage
1153,A00006871,Carol New,522-83-2780,60,Bachelor,7131 North 67th Avenue,#5,Glendale,85301,Y,7,Y,Rent
1154,A00007364,Huong Clay,751-04-1307,55,Bachelor,88 Pine Valley Road,,Savannah,31404,Y,3,Y,Own
1155,A00005186,Julian Dees,708-45-9688,41,High School,4074 North Sunflower Circle,,Fayetteville,72703,Y,4,Y,Mortgage
1156,A00005543,Rhonda Walker,363-40-2511,31,Bachelor,517 Copperfield Way,,Brentwood,37027,N,4,N,Own
1157,A00006400,Rhonda Holt,030-33-9973,36,High School,151 Main Street,,Savannah,31408,Y,2,Y,Own
1158,A00001687,Vivian Gaver,135-35-0756,43,Masters,2035 Ninth Street,R A,Berkeley,94710,Y,3,Y,Own
1159,A00001015,Eileen Sachs,654-92-1625,54,Bachelor,6116 West Charter Oak Road,,Glendale,85304,Y,5,N,Rent
1160,A00003142,George Searles,361-28-2631,50,,7230 Montagne Circle,,Anchorage,99507,N,6,Y,Mortgage
1161,A00004791,Shauna Lincoln,506-59-6353,33,Bachelor,6201 West Olive Avenue,#3172,Glendale,85302,Y,5,Y,Rent
1162,A00008148,William Clifton,748-18-0994,33,Bachelor,1400 Rosa L Parks Boulevard,#305,Nashville,37208,Y,4,Y,Mortgage
1163,A00009097,Charles Burton,833-61-2494,51,High School,4742 Bellevue Avenue,,Louisville,40215,Y,6,Y,Rent
1164,A00006462,Edward Hayes,216-31-6148,39,College,1211 Castine Court,,Pasadena,21122,N,2,Y,Rent
1165,A00003402,Lillie Madsen,856-45-8696,34,Bachelor,625 West Main Street,,Moore,73160,Y,7,Y,Mortgage
1166,A00003121,Jessica Nosal,282-46-2689,31,Bachelor,814 Coachway,,Annapolis,21401,N,6,Y,Own
1167,A00009732,Tanya Deleon,629-21-9982,31,High School,2803 River Drive,,Thunderbolt,31404,Y,3,Y,Mortgage
1168,A00001989,Suzanne Weiss,585-53-2844,57,Bachelor,8277 Lamar Place,,Arvada,80003,Y,3,Y,Own
1169,A00002390,Scott Young,566-74-9821,56,High School,314 Mesa Street,,Wheatland,95692,Y,6,Y,Rent
1170,A00000963,Kelly Holder,727-98-7331,61,Bachelor,8415 Running Spring Drive,,Louisville,40241,Y,3,Y,Own
1171,A00002467,Leona Rivera,454-18-8605,29,Bachelor,31130 Meadowbrook Avenue,,Hayward,94544,Y,5,Y,Own
1172,A00002489,Gary Cooper,702-20-6024,31,Bachelor,816 East 69th Street,,Savannah,31405,Y,6,N,Mortgage
1173,A00009771,Sharon Lairy,392-03-4601,33,Bachelor,13852 West 66th Place,,Arvada,80004,Y,3,Y,Rent
1174,A00002640,Stephanie Bozek,841-13-3919,62,,57 Pierpoint Avenue,,Rutland,5701,Y,5,Y,Rent
1175,A00006457,Gloria Mahn,567-23-6444,41,High School,491 Arabian Way,,Grand Junction,81504,Y,7,Y,Rent
1176,A00005819,Edward Yarbrough,234-97-7768,58,Bachelor,2315 Chestnut Street,,Montgomery,36107,Y,6,Y,Mortgage
1177,A00002591,Melodie Mccall,824-22-7904,41,MD,12610 Webber Road,,Fountain,32438,Y,4,Y,Mortgage
1178,A00001014,Shawn Driscoll,415-34-2616,53,High School,5065 North 54th Avenue,#8,Glendale,85301,Y,2,Y,Mortgage
1179,A00002811,John Reyna,308-27-1302,27,Masters,705 Upshur Street Northwest,,Washington,20011,N,5,Y,Rent
1180,A00002828,Timothy Gabriele,896-21-3008,38,College,3578 Galindo Street,,Oakland,94601,Y,7,Y,Rent
1181,A00006965,Terry Cruz,196-14-6917,45,Bachelor,25 Morton Street,#216,Quincy,2169,N,3,Y,Rent
1182,A00005031,Ronald Garczynski,776-95-7321,61,Bachelor,600 12th Avenue South,#833,Nashville,37203,N,2,Y,Rent
1183,A00003835,Albert Ramos,541-61-2626,33,High School,3 Dayton Street,,Chelmsford,1863,Y,2,Y,Mortgage
1184,A00000029,Bessie Lee,611-60-0893,60,Bachelor,275 Henry Street,,Manchester,6042,Y,2,Y,Mortgage
1185,A00005799,Terry Flies,788-40-5352,43,PhD,1429 Harrison Avenue,,Panama City,32401,Y,3,Y,Own
1186,A00002180,Eugene Ditzel,700-52-0219,37,Bachelor,5024 West Christy Drive,,Glendale,85304,Y,6,Y,Rent
1187,A00007001,Doris Harrison,066-63-5709,64,Bachelor,1695 Archer Street,,Savannah,31405,N,7,Y,Mortgage
1188,A00006926,Dan Martin,284-21-3237,39,Bachelor,12725 Landmark Street,APT A,Anchorage,99515,N,5,Y,Mortgage
1189,A00006186,Paul Roper,717-19-6952,51,PhD,1 Kempf Drive,,Easton,2375,N,5,Y,Rent
1190,A00008886,Leslie Reynolds,588-47-2537,61,High School,306 East Lafayette Street,,Fayetteville,72701,Y,2,Y,Mortgage
1191,A00001527,Danielle Saeteun,455-07-4767,42,Bachelor,261 East Old Hickory Boulevard,,Nashville,37115,Y,2,Y,Own
1192,A00007049,Loren Mulder,378-48-5672,61,,505 Tarpon Street,,Panama City Beach,32413,Y,2,Y,Rent
1193,A00005652,Johnny Golden,792-18-9299,53,Bachelor,8391 West 52nd Avenue,,Arvada,80002,Y,6,Y,Mortgage
1194,A00009071,Randy Jones,784-11-1802,64,Bachelor,3835 Oakes Drive,,Hayward,94542,N,6,Y,Own
1195,A00007646,Lillian Mcneil,072-62-0324,61,Bachelor,511 Norton Avenue,,Nashville,37207,N,4,Y,Rent
1196,A00000243,Dallas Macnab,654-58-6269,59,PhD,18426 West Carol Avenue,,Waddell,85355,N,6,Y,Own
1197,A00002166,Lydia Cordes,224-80-9074,39,PhD,8801 North 63rd Drive,,Glendale,85302,Y,2,Y,Rent
1198,A00009540,Kathleen Medders,125-99-3962,46,High School,349 North Sabine Pass Road,,Fayetteville,72704,Y,5,Y,Own
1199,A00000982,Julie Hoover,228-80-4108,27,Bachelor,8726 Downey Road,,Severn,21144,Y,5,Y,Mortgage
1200,A00001800,Ron Haycook,459-84-3516,50,Bachelor,8 Watkins Road,,,5468,Y,2,Y,Mortgage
1201,A00000298,Brenda Norman,475-73-5676,33,College,7810 Spring Farm Pointe Place,,Prospect,40059,N,6,Y,Mortgage
1202,A00008697,Mary Stevenson,023-68-9411,58,College,6687 Xenon Drive,,Arvada,80004,N,2,Y,Mortgage
1203,A00009364,Heather Henderson,729-90-2082,29,Masters,416 South University Boulevard,,Norman,73069,Y,5,Y,Own
1204,A00006192,Carolyn Krebbs,507-09-5639,28,Masters,22352 North 67th Drive,,Glendale,85310,Y,4,Y,Mortgage
1205,A00003461,Gail Mitchell,259-34-1407,61,Bachelor,815 West Market Street,#6,Louisville,40202,Y,5,Y,Mortgage
1206,A00005098,Freddie Rebello,892-59-0868,33,High School,1816 U Place Southeast,,Washington,20020,N,3,Y,Rent
1207,A00003356,Matthew Vosmus,603-78-1376,48,Bachelor,337 South Drive,,Severna Park,21146,N,6,Y,Rent
1208,A00007385,Paul Harris,015-09-7068,53,Bachelor,102 Hayes Drive,,Pooler,31322,Y,4,Y,Own
1209,A00009333,Jerry Stevens,011-12-5090,60,PhD,30 Tanner Street,,Manchester,6042,N,5,Y,Mortgage
1210,A00003678,Violet Montoya,183-58-9863,63,Bachelor,13583 West 68th Avenue,,Arvada,80004,Y,4,Y,Mortgage
1211,A00006012,Darlene Leigland,499-33-4808,29,High School,1939 Greenwood Street,,Savannah,31404,N,6,Y,Rent
1212,A00006344,Jon Bailey,152-74-4121,30,High School,2902 North Gregg Avenue,#9,Fayetteville,72703,N,6,Y,Mortgage
1213,A00003647,Craig Brown,610-88-9084,62,College,1403 12th Street Northwest,,Washington,20005,Y,6,Y,Rent
1214,A00001564,Tina Cheney,002-31-9592,60,High School,110 Oxford Road,,Savannah,31419,Y,3,Y,Rent
1215,A00006230,Ralph Corona,297-04-4417,50,High School,600 West North Street,#D2,Fayetteville,72701,Y,5,Y,Own
1216,A00003752,Jennifer Smith,209-94-3477,35,College,7230 Montagne Circle,,Anchorage,99507,Y,4,Y,Own
1217,A00005817,Christopher Pierce,525-34-6352,54,Bachelor,918 Cheryl Ann Circle,,Hayward,94544,Y,6,Y,Rent
1218,A00002022,Charlotte Garcia,604-04-7995,39,Bachelor,55 Armory Street,#1,Quincy,2169,Y,3,Y,Mortgage
1219,A00000110,John Hass,035-53-1221,54,Bachelor,6369 West 70th Drive,,Arvada,80003,Y,2,Y,Own
1220,A00000059,Lourdes Checca,873-13-5160,32,High School,124 Rod Key Street,,Lyndon,5851,N,5,Y,Rent
1221,A00007250,Jack Regan,738-64-8014,55,High School,382 Ocean Avenue,#1602,Revere,2151,Y,3,Y,Own
1222,A00005559,Tim Wagner,340-27-0547,26,,711 Parker Street,,East Longmeadow,1028,Y,7,Y,Mortgage
1223,A00007320,Alton Bradford,071-92-8368,50,High School,1318 22nd Street Northwest,,Washington,20037,Y,7,Y,Rent
1224,A00003527,Sean Turner,132-19-8373,37,Bachelor,5936 North 80th Drive,,Glendale,85303,Y,4,Y,Own
1225,A00006516,Eloise Dunkley,539-62-9950,55,High School,1007 Ash Street,,Louisville,40217,Y,3,Y,Rent
1226,A00004878,Grace Tate,035-08-3144,43,High School,3835 Oakes Drive,,Hayward,94542,N,2,Y,Rent
1227,A00001898,Barbara Russo,206-24-7831,63,High School,80 North East Street,#4,Holyoke,1040,N,3,Y,Rent
1228,A00008240,Roger Lao,199-89-6012,33,High School,7613 Yule Court,,Arvada,80007,Y,6,Y,Rent
1229,A00002062,Charles Keller,068-60-4310,27,Bachelor,1831 Frankford Avenue,,Panama City,32405,N,2,Y,Own
1230,A00008049,Don Williams,042-89-1946,63,High School,3483 Canyon Creek Drive,,San Jose,95132,Y,3,Y,Own
1231,A00000043,Arthur Silva,187-47-0678,34,,11985 West 56th Drive,,Arvada,80002,Y,7,Y,Rent
1232,A00009840,Gerald Jenkins,559-19-5419,35,PhD,6029 Wright Street,,Arvada,80004,Y,7,Y,Own
1233,A00004433,William Finkbeiner,474-56-2421,30,High School,1244 South 4th Street,#211,Louisville,40203,Y,3,Y,Mortgage
1234,A00008396,Shirley Pugliese,396-54-7380,56,Bachelor,2505 North Hampton Court,,Fayetteville,72703,Y,5,Y,Own
1235,A00000056,Hilda Bianchi,670-36-0347,35,Bachelor,7 River Otter Lane,,Savannah,31411,N,4,Y,Mortgage
1236,A00004909,Kelly Stamm,135-31-0227,36,High School,20000 North 57th Avenue,#C105,Glendale,85308,Y,6,Y,Rent
1237,A00002039,Aaron Hearnen,606-64-4430,56,Bachelor,2133 Boultier Street,,Montgomery,36106,Y,2,Y,Own
1238,A00000373,Roger Wilson,708-62-3341,33,Bachelor,55 Russells Mills Road,,Dartmouth,2748,N,6,Y,Own
1239,A00001354,Natalie Sims,741-82-4423,33,Bachelor,3189 Main Street,#1,Mammoth Lakes,93546,Y,4,Y,Rent
1240,A00004360,Michael Hayes,834-87-7574,58,,24147 Clinton Court,,Hayward,94545,N,7,Y,Own
1241,A00001136,Geneva Fabela,074-63-4104,50,Bachelor,814 Keswick Boulevard,,Louisville,40217,Y,7,Y,Mortgage
1242,A00009155,Kathi Mitchell,151-21-6644,57,College,60 Montgomery Street,#3,Springfield,1151,N,2,Y,Rent
1243,A00008328,Holly Mullins,696-60-1412,25,Bachelor,9302 West 58th Avenue,,Arvada,80002,Y,5,Y,Own
1244,A00002319,Marie Adams,805-37-6591,50,Masters,61 Callahan Way,#B4,Mammoth Lakes,93546,N,6,Y,Mortgage
1245,A00005492,Robert Robichaux,459-02-6307,27,High School,1007 Ash Street,,Louisville,40217,Y,5,Y,Rent
1246,A00009268,Gary Dunbar,362-07-3401,49,Bachelor,996 Ed Noble Parkway,,Norman,73072,N,5,Y,Mortgage
1247,A00005335,Margaret Pascua,746-39-6075,44,High School,5348 Main Street,,Franklin,5457,Y,3,Y,Own
1248,A00008830,Doris Rowe,358-58-5234,49,Bachelor,2076 North Crossover Road,,Fayetteville,72703,Y,7,Y,Own
1249,A00005537,Chad Putnam,041-41-9774,44,Bachelor,129 Glen Street,,West Brattleboro,5301,N,5,Y,Rent
1250,A00009953,Ruby Goldman,169-27-3782,50,High School,826 Webster Street,,Hayward,94544,Y,5,Y,Mortgage
1251,A00002312,Warren Davis,235-19-8629,54,High School,1208 Lindenwood Drive,,Panama City,32405,Y,5,Y,Mortgage
1252,A00004058,Marie Espinoza,301-57-5481,51,Bachelor,5601 West Crocus Drive,,Glendale,85306,Y,6,Y,Rent
1253,A00006936,Samuel Raines,893-48-4607,64,Bachelor,653 Vermont 12,,Hartland,5048,Y,5,Y,Own
1254,A00000200,Donald White,201-34-8261,39,Bachelor,747 West Pacific Avenue,#527,Telluride,81435,Y,5,Y,Rent
1255,A00005700,Sheryl Singleton,809-12-6470,48,High School,1416 Ridgewood Avenue,,Panama City,32404,Y,7,Y,Mortgage
1256,A00005408,Carol Keomanivong,768-20-5146,62,Bachelor,689 Stableway Road,,Pike Road,36064,N,6,Y,Rent
1257,A00002144,Lorenzo Eskind,776-22-8463,25,Bachelor,4329 Howe Street,,Oakland,94611,Y,2,Y,Mortgage
1258,A00005919,John Ellington,013-08-8956,54,Bachelor,129 Grant Street,,Redlands,92373,Y,7,N,Mortgage
1259,A00008512,Jennifer Brown,421-97-3631,37,Bachelor,93 Hamlin Street,,Manchester,6040,Y,6,Y,Mortgage
1260,A00005538,Robert Windham,753-50-2804,32,Bachelor,6713 Holt Road,,Nashville,37211,Y,6,Y,Own
1261,A00000202,Matthew Salisbury,458-59-7983,56,High School,1865 North Higley Road,,Mesa,85205,Y,5,Y,Mortgage
1262,A00005369,Audrey Leon,848-35-8146,64,High School,1612 Beech Street,,Louisville,40211,Y,5,Y,Rent
1263,A00002448,Charlene Howard,450-55-0057,27,Masters,16040 North 67th Drive,,Peoria,85382,Y,2,Y,Own
1264,A00001602,Eda Cox,724-69-6863,27,High School,435 Benita Drive,,Nashville,37211,Y,3,Y,Own
1265,A00003068,Raul Scholz,088-89-9533,57,,6401 Green Meadow Lane,,Oklahoma City,73132,Y,4,Y,Rent
1266,A00003147,Shane Whitener,853-99-6548,62,Bachelor,30 Tanner Street,,Manchester,6042,Y,5,Y,Mortgage
1267,A00005468,Vanessa Applewhite,459-66-1401,40,High School,10484 West 82nd Avenue,,Arvada,80005,Y,6,N,Mortgage
1268,A00007562,Richard Hwang,365-39-9334,41,MD,6 Sawmill Lane,,Westford,5494,Y,6,Y,Own
1269,A00006439,Steven Houck,216-38-1515,43,High School,5 Winslow Circle,,Pooler,31322,Y,4,Y,Rent
1270,A00005281,Jose Dowst,405-11-8168,41,Bachelor,119 Matthew Lane,,Nashville,37215,Y,2,Y,Mortgage
1271,A00000763,Julie Moses,412-28-2482,49,College,8 Village Circle,,Randolph,5060,Y,6,Y,Own
1272,A00002405,Mary Choate,219-49-2708,50,High School,81 Reynolds Drive,,Colchester,5446,N,2,Y,Rent
1273,A00002488,Carol Rivas,862-65-8969,57,Bachelor,938 Elkridge Landing Road,,Linthicum Heights,21090,Y,7,N,Mortgage
1274,A00008133,Gina Fultz,313-92-2502,61,PhD,320 Northwest 22nd Street,,Oklahoma City,73103,N,7,Y,Mortgage
1275,A00003464,Faye Powers,573-21-5592,38,Bachelor,514 Flower Lane,,Alameda,94502,N,2,Y,Own
1276,A00002374,Ruth Viator,558-31-8464,42,High School,1635 Generals Highway,,Annapolis,21401,N,5,Y,Mortgage
1277,A00006660,Walter Cox,301-32-1470,52,College,3 Mad Anthony Lane,,Savannah,31411,N,4,Y,Rent
1278,A00003869,Paul Jones,880-46-2244,42,Masters,28 Garden Drive,B,Manchester,6040,N,3,Y,Mortgage
1279,A00003167,Scott Cheek,358-40-2676,40,High School,4463 Cato Road,,Nashville,37218,Y,2,Y,Rent
1280,A00009108,Glenn Page,083-28-9420,44,High School,2622 Martin Luther King Junior Boulevard,,Fayetteville,72704,Y,4,Y,Mortgage
1281,A00003382,Melissa Honeycutt,152-63-3304,51,MD,28250 Dickens Avenue,,Hayward,94544,N,7,Y,Mortgage
1282,A00006377,Johnny Nelson,575-22-6025,52,Bachelor,1915 Southeast 29th Street,,Oklahoma City,73129,Y,7,Y,Mortgage
1283,A00003708,Marilyn Stevens,193-88-3613,49,Masters,201 Lee Boulevard,,Savannah,31405,Y,2,Y,Rent
1284,A00000250,James Coleman,570-18-2615,39,High School,1380 Quincy Street Northwest,,Washington,20011,N,3,Y,Mortgage
1285,A00004129,Frances Watson,400-89-9762,48,College,120 North Block Avenue,#5,Fayetteville,72701,N,6,Y,Rent
1286,A00000599,Christian Carp,077-24-5754,36,Bachelor,4231 Laurel Street,#APT 000101,Anchorage,99508,Y,6,Y,Rent
1287,A00002888,Patricia Webb,087-87-5974,60,,4132 Northwest 57th Street,,Oklahoma City,73112,N,3,Y,Own
