,CUSTOMER_ID,CUSTOMER_NAME,SSN,AGE,CUSTOMER_EDUCATION_LEVEL,ADDRESS_LINE1,CITY,POSTAL_CODE,MARITAL_STATUS,NO_OF_FAMILY_MEMBERS,EMPLOYMENT_STATUS,HOUSE_TYPE
940,A00002090,Omar Eddoughmi,AB300235,57,Bachelor,20 Boulevard Hassan II,Sale,11000.0,N,2,Y,Rent
941,A00000374,Jamila Metouali,EE562884,32,Bachelor,21 Avenue El Fadl,Marrakech,40000.0,Y,6,Y,Mortgage
942,A00000501,Salma Oufkir,CC773812,39,College,38 Residence Hlioua,Fes,30000.0,Y,4,Y,Mortgage
943,A00002098,Noha Farissi,AG162402,44,High School,4 Residence Al Houda,Rabat,11025.0,Y,7,Y,Own
944,A00007276,Yahya Dadi,EE998761,39,Bachelor,10 Avenue Al Qods,Marrakech,40000.0,Y,5,Y,Rent
945,A00004785,Rania Moufkir ,BJ780170,56,,23 Hay Al Massira,Casablanca,20220.0,N,3,Y,Own
946,A00001409,Yahya Bennani,AG919030,29,High School,4 Residence Centrale,Rabat,11025.0,Y,2,Y,Rent
947,A00003928,Hamza Alaoui,KB708876,56,PhD,47 Avenue Salam,Tanger,90053.0,Y,5,Y,Own
948,A00005756,Omar Amrani,X768971,38,High School,46 Lotissement El Fadl,Tinjdad,,Y,2,Y,Rent
949,A00006354,Omar Farissi,X137827,53,Bachelor,25 Lotissement Zerktouni,Ras El Ma,,N,5,Y,Mortgage
950,A00006755,Youssef Amrani,AG308608,48,Bachelor,30 Rue Centrale,Rabat,11025.0,Y,6,Y,Own
951,A00001927,Omar Oufkir,G935721,51,Bachelor,44 Avenue Al Houda,Kenitra,14110.0,Y,7,Y,Mortgage
952,A00007558,Fatima Ezzahra  Tahiri,X927568,58,High School,29 Residence Mohammed V,MideltDakhla,,N,4,Y,Own
953,A00001792,Mohammed Amine Lahlou,DN923527,32,PhD,35 Lotissement El Fadl,Meknes,50010.0,Y,7,Y,Mortgage
954,A00005432,Rania Tazi,DN240335,60,College,9 Boulevard Hassan II,Meknes,50010.0,Y,6,Y,Own
955,A00005356,Youssef Metouali,X374074,28,Bachelor,27 Rue Al Massira,Ben Mansour,,N,2,Y,Mortgage
956,A00003067,Meryem Eddoughmi,GK833079,55,High School,4 Avenue Al Massira,Sidi Kacem,16000.0,Y,6,Y,Mortgage
957,A00000800,Mohammed Amine Bate,QA904819,54,High School,22 Avenue Salam,Oued Zem,25200.0,Y,6,Y,Mortgage
958,A00002425,Omar Mansour,AG382218,54,High School,9 Avenue Hassan II,Rabat,11025.0,Y,2,Y,Mortgage
959,A00007299,Khadija Amrani,X800916,37,High School,12 Boulevard Bernoussi,Bouizakarne,,Y,3,Y,Rent
960,A00003931,Fatima Ezzahra  Benali,X608558,25,High School,29 Boulevard Al Houda,Azilal,,Y,5,Y,Rent
961,A00001517,Kawtar Bate,EE646613,55,High School,35 Avenue Mohammed V,Marrakech,40000.0,Y,6,Y,Rent
962,A00003211,Zineb Moufkir ,X734917,48,High School,1 Avenue Salam,Souani,,N,7,Y,Rent
963,A00006992,Taha Moufkir ,I207149,48,Bachelor,14 Rue El Fadl,Beni Mellal,23000.0,Y,3,Y,Own
964,A00006314,Othmane Banoune,JK693848,63,High School,48 Residence Zerktouni,Agadir,80000.0,Y,5,Y,Rent
965,A00001335,Khaoula Dadi,X235938,28,Bachelor,25 Hay Al Qods,Tourza,,N,6,N,Rent
966,A00004798,Kaoutar Mansour,X585217,32,College,33 Lotissement El Fadl,Boujniba,,Y,4,Y,Rent
967,A00003943,Rania Salhi,X320854,59,Bachelor,20 Lotissement Al Houda,Driouch,,Y,4,Y,Own
968,A00008260,Youssef Banoune,JK611198,59,PhD,26 Residence Hlioua,Agadir,80000.0,Y,4,N,Rent
969,A00002131,Aya Radi,F367251,40,Bachelor,17 Hay Bernoussi,Oujda,60010.0,Y,2,Y,Rent
970,A00006391,Fatima Bate,AG635334,26,College,18 Boulevard Hassan II,Rabat,11025.0,Y,3,Y,Rent
971,A00005311,Hassan Ouazzani,X253986,26,,48 Hay Al Massira,Oukaimeden,,Y,7,Y,Own
972,A00006294,Noha El Yousfi,L303181,33,High School,16 Rue Al Houda,Tetouan,93000.0,Y,7,Y,Mortgage
973,A00004899,Aya Benchikh,X342465,38,Bachelor,48 Rue Bernoussi,Khourubga,25000.0,Y,3,Y,Mortgage
974,A00009945,Youssef Fakhir,AB477043,31,Bachelor,13 Avenue Hlioua,Sale,11000.0,Y,2,Y,Rent
975,A00005589,Kawtar Salhi,X334302,63,Bachelor,27 Boulevard Hassan II,Foum Jamaa,,Y,7,Y,Mortgage
976,A00005458,Adam Mansour,F729399,43,Masters,37 Lotissement Hlioua,Oujda,60010.0,Y,3,Y,Own
977,A00002988,Omar Bennani,X340922,29,,17 Rue Hassan II,,,Y,4,Y,Rent
978,A00009148,Omar Dadi,CB775148,61,High School,6 Avenue Mohammed V,Sefrou,31000.0,Y,2,Y,Rent
979,A00000682,Youssef Tazi,X934966,48,College,21 Residence Bernoussi,Driouch,,N,7,Y,Mortgage
980,A00000689,Youssef Fakhir,KB814401,47,Bachelor,18 Boulevard Mohammed V,Tanger,90053.0,Y,2,Y,Mortgage
981,A00007812,Meryem Benchikh,BJ150970,55,Bachelor,28 Avenue El Fadl,Casablanca,20220.0,Y,5,N,Mortgage
982,A00001160,Youssef Amine,X935720,36,High School,37 Boulevard Zerktouni,Khourubga,25000.0,N,2,Y,Rent
983,A00008263,Ahmed Eddoughmi,X988611,30,,31 Lotissement Salam,Oum Dreyga,,N,2,Y,Own
984,A00001099,Salma Barghoud,AB705602,34,Masters,4 Residence Al Massira,Sale,11000.0,Y,2,Y,Own
985,A00007199,Khadija Lahlou,JK694630,42,PhD,31 Hay Hassan II,Agadir,80000.0,Y,7,Y,Own
986,A00004128,Salma Tahiri,EE647397,56,Bachelor,42 Lotissement Mohammed V,Marrakech,40000.0,Y,3,Y,Own
987,A00007577,Zineb Fakhir,F345093,52,,28 Residence Mohammed V,Oujda,60010.0,Y,6,N,Mortgage
988,A00006827,Rania Tazi,N394946,29,High School,5 Avenue Al Massira,Essaouira,44000.0,Y,6,Y,Own
989,A00002893,Fatima Dadi,JK225884,42,Bachelor,27 Avenue Hlioua,Agadir,80000.0,Y,2,Y,Mortgage
990,A00000633,Fatima Ezzahra  Moufkir ,LA534402,52,,46 Residence Mohammed V,Larache,92000.0,Y,7,N,Rent
991,A00000769,Rachida Mansar,CC626406,52,MD,9 Residence Al Massira,Fes,30000.0,Y,7,N,Rent
992,A00000506,Malak Bachri,DN827150,37,Bachelor,13 Rue Al Houda,Meknes,50010.0,Y,7,Y,Mortgage
993,A00004849,Salma Eddoughmi,AB519682,39,Bachelor,16 Avenue Salam,Sale,11000.0,N,6,Y,Own
994,A00004378,Zineb El Fassi,N386127,54,College,49 Avenue Centrale,Essaouira,44000.0,N,7,Y,Own
995,A00003616,Fatima Bachri,X920526,44,High School,2 Rue Al Houda,Jebha,,Y,5,Y,Rent
996,A00007111,Salma Skalli,CC159900,50,College,1 Lotissement Zerktouni,Fes,30000.0,Y,2,Y,Rent
997,A00002272,Youssef Benchikh,JK559675,50,Bachelor,37 Hay Hassan II,Agadir,80000.0,N,6,Y,Mortgage
998,A00002350,Hajar El Yousfi,G249877,30,Masters,49 Avenue Al Qods,Kenitra,14110.0,N,7,Y,Rent
999,A00007403,Salma Moufkir ,F813442,47,High School,35 Boulevard Mohammed V,Oujda,60010.0,Y,2,Y,Mortgage
1000,A00008368,Adam El Fassi,CC648390,54,Bachelor,22 Boulevard Salam,Fes,30000.0,N,4,Y,Mortgage
1001,A00008725,Meryem Tazi,AG314800,44,High School,47 Boulevard Bernoussi,Rabat,11025.0,Y,4,Y,Rent
1002,A00008865,Kawtar Banoune,X183790,25,High School,37 Rue Hassan II,Taza Haut,,Y,5,Y,Rent
1003,A00000983,Khadija Moufkir ,X813070,53,College,46 Hay Al Houda,Ouaouizeght,,N,6,Y,Mortgage
1004,A00003062,Ahmed Ouazzani,F208086,27,Masters,17 Hay Bernoussi,Oujda,60010.0,Y,4,Y,Mortgage
1005,A00004237,Aya Amine,I809449,34,Bachelor,14 Rue El Fadl,Beni Mellal,23000.0,Y,7,Y,Mortgage
1006,A00008450,Hajar Farissi,X771384,51,Masters,1 Lotissement Al Qods,Arekmane,,Y,5,Y,Mortgage
1007,A00004386,Salma Radi,JK547174,46,Bachelor,5 Avenue El Fadl,Agadir,80000.0,Y,4,Y,Own
1008,A00002734,Mohammed Amine Kibala,BJ159452,56,Bachelor,15 Lotissement Al Massira,Casablanca,20220.0,N,5,Y,Own
1009,A00000067,Hassan Farissi,QA182135,32,Bachelor,23 Residence Zerktouni,Oued Zem,25200.0,Y,6,Y,Mortgage
1010,A00007983,Hassan Amrani,AG306356,60,,35 Avenue Centrale,Rabat,11025.0,Y,6,Y,Rent
1011,A00003828,Kaoutar Eddoughmi,JK279797,62,College,4 Rue Mohammed V,Agadir,80000.0,N,2,Y,Rent
1012,A00006885,Noha Moufkir ,L226192,43,Bachelor,28 Lotissement El Fadl,Tetouan,93000.0,Y,5,Y,Own
1013,A00008470,Rachida Radi,X468494,47,Bachelor,35 Rue Hlioua,Sidi Slimane,,N,7,Y,Own
1014,A00000844,Ahmed Benali,AG369926,48,Bachelor,2 Residence Al Houda,Rabat,11025.0,Y,2,Y,Rent
1015,A00009284,Malak Salhi,KB459127,59,Bachelor,39 Rue Salam,Tanger,90053.0,N,6,Y,Mortgage
1016,A00003658,Mohamed Metouali,F861832,60,Bachelor,7 Residence El Fadl,Oujda,60010.0,Y,2,Y,Rent
1017,A00000108,Fatima Ezzahra  Salhi,X440161,56,Masters,17 Residence El Fadl,Chichaoua,,Y,2,Y,Own
1018,A00008520,Kawtar El Fassi,JK713773,27,Bachelor,49 Avenue Hassan II,Agadir,80000.0,N,4,Y,Mortgage
1019,A00000720,Othmane Amrani,DN330178,35,PhD,33 Boulevard Al Massira,Meknes,50010.0,Y,6,Y,Mortgage
1020,A00008299,Ahmed Benali,X610831,33,PhD,27 Lotissement Al Massira,Bahouda,,N,2,Y,Rent
1021,A00001438,Rachida El Yousfi,JK705624,25,Bachelor,31 Boulevard Zerktouni,Agadir,80000.0,Y,6,N,Mortgage
1022,A00000366,Rania Dadi,X257054,60,College,41 Hay Al Massira,Inezgane,,Y,4,N,Own
1023,A00002102,Adam Metouali,JK571832,26,Bachelor,33 Lotissement Mohammed V,Agadir,80000.0,Y,5,Y,Own
1024,A00003373,Jamila Amine,KB474452,51,High School,44 Avenue Centrale,Tanger,90053.0,Y,5,Y,Own
1025,A00001545,Aya Fakhir,JK599307,28,MD,42 Rue Mohammed V,Agadir,80000.0,N,5,Y,Rent
1026,A00008557,Kaoutar Skalli,X210625,29,Bachelor,42 Avenue Hassan II,Ouezzane,,Y,5,Y,Rent
1027,A00005449,Khadija Dadi,X918712,35,High School,7 Hay El Fadl,Asilah,,Y,2,Y,Rent
1028,A00000904,Omar Ouazzani,M595456,50,College,22 Avenue Hlioua,El Jadida,24010.0,N,6,Y,Own
1029,A00006613,Jamila Bate,KB291229,30,Bachelor,35 Lotissement Al Qods,Tanger,90053.0,Y,4,Y,Own
1030,A00009681,Adam Benali,EE989501,63,Bachelor,12 Lotissement Al Qods,Marrakech,40000.0,N,4,Y,Rent
1031,A00002043,Rachida Ouazzani,X193330,63,Bachelor,21 Lotissement Centrale,Ameur Seflia,,Y,5,N,Mortgage
1032,A00004987,Hamza Fadili,CC184883,25,Bachelor,47 Lotissement El Fadl,Fes,30000.0,Y,2,Y,Own
1033,A00009129,Hajar Amrani,N620159,61,,25 Rue Hassan II,Essaouira,44000.0,N,7,Y,Own
1034,A00001605,Youssef Amrani,X108893,25,College,27 Hay Centrale,Youssoufia,,Y,7,Y,Mortgage
1035,A00009816,Amine Benali,JK820008,38,Bachelor,29 Avenue Hassan II,Agadir,80000.0,Y,5,Y,Rent
1036,A00003629,Othmane Moufkir ,X675034,28,MD,4 Lotissement Zerktouni,Tafoughalt,,Y,4,Y,Mortgage
1037,A00001594,Hiba Ouazzani,AG273737,38,Bachelor,1 Hay Centrale,Rabat,11025.0,Y,7,Y,Own
1038,A00006239,Kawtar Moufkir ,AB989632,33,Bachelor,7 Boulevard Zerktouni,Sale,11000.0,Y,6,Y,Mortgage
1039,A00006002,Fatima Benali,X524858,54,,20 Hay Al Massira,Skoura,,Y,2,N,Rent
1040,A00006421,Taha El Yousfi,DN668468,28,Bachelor,2 Avenue Al Houda,Meknes,50010.0,Y,2,Y,Own
1041,A00009272,Aya Salhi,AB135679,44,High School,10 Hay Hlioua,Sale,11000.0,N,6,Y,Mortgage
1042,A00003642,Hajar Tahiri,KB229263,63,College,45 Boulevard Al Houda,Tanger,90053.0,N,5,Y,Mortgage
1043,A00000033,Khaoula Benali,L243829,28,Bachelor,3 Lotissement Zerktouni,Tetouan,93000.0,N,2,Y,Mortgage
1044,A00001428,Khadija Fakhir,JA729082,28,Bachelor,7 Residence Al Massira,Guelmim,81000.0,Y,5,Y,Mortgage
1045,A00005561,Fatima Farissi,ZG507296,45,Bachelor,8 Residence Hlioua,Guercif,37000.0,N,6,Y,Mortgage
1046,A00007484,Hiba Lahlou,LF712153,38,Masters,38 Boulevard Al Houda,Fnideq,93200.0,N,2,N,Mortgage
1047,A00006112,Hamza Benchikh,SA404120,35,College,17 Avenue El Fadl,Nador,62000.0,Y,7,Y,Own
1048,A00002006,Salma El Fassi,CC261649,50,College,40 Avenue Bernoussi,Fes,30000.0,Y,3,Y,Mortgage
1049,A00009404,Omar Radi,KB460426,33,High School,37 Rue Hlioua,Tanger,90053.0,Y,6,Y,Own
1050,A00009235,Yahya Fakhir,CC427976,52,Bachelor,33 Residence Al Qods,Fes,30000.0,N,3,Y,Mortgage
1051,A00000751,Hassan El Fassi,CC252396,59,MD,49 Boulevard Salam,Fes,30000.0,Y,3,Y,Mortgage
1052,A00008315,Taha El Yousfi,JK956427,44,College,41 Boulevard Al Qods,Agadir,80000.0,N,3,Y,Mortgage
1053,A00009791,Adam Eddoughmi,SH371193,46,Bachelor,36 Hay Al Massira,Laayoune,70000.0,Y,5,N,Rent
1054,A00007508,Hiba Kibala,BJ691769,27,Bachelor,18 Residence Al Houda,Casablanca,20220.0,Y,4,Y,Rent
1055,A00005630,Yahya Amine,CC305893,27,High School,25 Boulevard Hlioua,Fes,30000.0,Y,6,Y,Own
1056,A00003027,Mohammed Amine Lahlou,X873707,62,Bachelor,20 Lotissement Al Houda,Driouch,,Y,2,Y,Mortgage
1057,A00002760,Yahya Kibala,AB153974,59,Masters,35 Hay Bernoussi,Sale,11000.0,Y,4,Y,Own
1058,A00000693,Meryem Eddoughmi,JK246212,37,High School,42 Residence Al Massira,Agadir,80000.0,Y,7,Y,Mortgage
1059,A00008899,Aya Barghoud,AG890780,47,MD,1 Boulevard Mohammed V,Rabat,11025.0,N,7,Y,Mortgage
1060,A00002792,Kawtar Benali,X769396,55,Bachelor,14 Residence Salam,Nouaceur,,Y,5,Y,Own
1061,A00004440,Amine El Fassi,X615306,58,High School,19 Rue Bernoussi,Ras El Ma,,Y,5,Y,Mortgage
1062,A00001209,Rachida Benali,KB646099,49,High School,43 Hay El Fadl,Tanger,90053.0,N,5,Y,Own
1063,A00001861,Omar Benchikh,JK958202,64,Bachelor,17 Boulevard Hlioua,Agadir,80000.0,Y,3,N,Own
1064,A00008447,Mohammed Amine Metouali,X843680,40,PhD,17 Residence Hlioua,Driouch,,Y,2,Y,Mortgage
1065,A00005968,Mohammed Amine Fadili,F745891,49,College,14 Rue Al Massira,Oujda,60010.0,Y,7,Y,Mortgage
1066,A00001259,Khadija Mansar,JK848364,36,Bachelor,32 Residence Mohammed V,Agadir,80000.0,N,7,Y,Own
1067,A00007454,Rachida El Yousfi,BJ544117,51,Bachelor,40 Lotissement Centrale,Casablanca,20220.0,N,3,Y,Rent
1068,A00001772,Aya El Yousfi,DN609869,52,High School,17 Residence Mohammed V,Meknes,50010.0,Y,6,Y,Rent
1069,A00003404,Noha Tahiri,X324524,49,Bachelor,19 Lotissement Hlioua,Khourubga,25000.0,Y,7,Y,Rent
1070,A00001040,Jamila Berrada,X857333,48,High School,41 Hay Hlioua,Rhaf Sai,,Y,7,Y,Mortgage
1071,A00000159,Mohamed Fakhir,AG990200,50,High School,23 Rue El Fadl,Rabat,11025.0,Y,4,Y,Own
1072,A00006892,Taha Lahlou,X405605,35,High School,10 Lotissement Hassan II,Ain Harrouda,,Y,5,Y,Mortgage
1073,A00003238,Aziza Benchikh,JK314028,57,Bachelor,33 Lotissement Mohammed V,Agadir,80000.0,Y,5,Y,Rent
1074,A00004697,Youssef Alaoui,X735295,60,PhD,4 Boulevard Zerktouni,Oulad Jamaa,,Y,5,Y,Mortgage
1075,A00006657,Amine Dadi,KB984059,29,MD,47 Avenue Salam,Tanger,90053.0,Y,7,Y,Own
1076,A00001365,Rachida Oufkir,JK526487,30,High School,48 Lotissement Hlioua,Agadir,80000.0,Y,4,Y,Own
1077,A00003181,Hamza Ouazzani,EE459351,41,College,42 Residence Bernoussi,Marrakech,40000.0,Y,2,Y,Rent
1078,A00000623,Hiba El Yousfi,EE740035,41,Bachelor,16 Lotissement Hassan II,Marrakech,40000.0,Y,5,Y,Rent
1079,A00005877,Youssef Bennani,JK342895,56,High School,25 Lotissement Al Massira,Agadir,80000.0,Y,3,Y,Mortgage
1080,A00001341,Taha El Idrissi,X574961,60,College,11 Rue Hlioua,Sebt El Guerdane,,N,6,Y,Rent
1081,A00003321,Youssef Salhi,AG304015,38,PhD,7 Residence Mohammed V,Rabat,11025.0,N,3,Y,Mortgage
1082,A00008537,Taha Oufkir,DN985648,28,Bachelor,33 Lotissement Salam,Meknes,50010.0,Y,2,Y,Rent
1083,A00006984,Malak El Idrissi,N464857,46,College,42 Hay Al Houda,Essaouira,44000.0,Y,5,Y,Rent
1084,A00009887,Fatima Bachri,F266435,56,Bachelor,48 Boulevard Bernoussi,Oujda,60010.0,Y,3,Y,Own
1085,A00007269,Rachida Fadili,BJ483161,48,Bachelor,17 Lotissement Zerktouni,Casablanca,20220.0,N,6,Y,Own
1086,A00000568,Malak Salhi,EE366038,30,High School,10 Hay Salam,Marrakech,40000.0,Y,4,Y,Own
1087,A00005932,Adam Banoune,G170663,32,High School,8 Avenue Zerktouni,Kenitra,14110.0,Y,4,Y,Own
1088,A00000226,Yahya Lahlou,X977145,58,Masters,19 Rue Bernoussi,Ras El Ma,,N,2,Y,Rent
1089,A00009331,Othmane Farissi,F436688,33,Bachelor,8 Residence Mohammed V,Oujda,60010.0,Y,3,Y,Own
1090,A00000408,Taha El Fassi,X511001,48,Bachelor,31 Residence Centrale,Akka,,Y,6,Y,Mortgage
1091,A00001436,Mohamed Benali,X538751,30,College,31 Lotissement Hassan II,Agoudal,,Y,6,Y,Mortgage
1092,A00009274,Rania Oufkir,X807029,32,,17 Residence El Fadl,Chichaoua,,Y,3,Y,Rent
1093,A00000038,Youssef El Idrissi,EE349120,56,,14 Rue Al Massira,Marrakech,40000.0,Y,4,Y,Rent
1094,A00001700,Hassan El Yousfi,CC272952,35,High School,27 Residence Hassan II,Fes,30000.0,N,6,N,Mortgage
1095,A00007729,Hiba Moufkir ,X942625,48,High School,31 Lotissement Zerktouni,Mhaya,,N,6,Y,Own
1096,A00002617,Youssef Amine,X675248,27,High School,10 Hay Bernoussi,Erfoud,,Y,2,Y,Mortgage
1097,A00001692,Kaoutar Kibala,X201209,53,Bachelor,38 Hay Hassan II,Ouezzane,,Y,5,Y,Own
1098,A00004636,Mohamed El Yousfi,DN365335,34,Bachelor,31 Lotissement Mohammed V,Meknes,50010.0,Y,6,Y,Rent
1099,A00003302,Noha Ouazzani,QA209029,61,College,22 Avenue Salam,Oued Zem,25200.0,N,3,Y,Rent
1100,A00004115,Khaoula Moufkir ,P501607,30,Bachelor,46 Residence Zerktouni,Ouarzazate,45000.0,Y,5,Y,Own
1101,A00007267,Youssef Amine,X447233,59,College,22 Residence Mohammed V,Mathews,,Y,6,Y,Mortgage
1102,A00001364,Ahmed Moufkir ,X603635,55,Bachelor,10 Hay Zerktouni,Ouezzane,,Y,5,N,Mortgage
1103,A00005690,Fatima Ezzahra  El Yousfi,CC865708,57,Bachelor,35 Residence Hassan II,Fes,30000.0,Y,6,Y,Mortgage
1104,A00008127,Kaoutar Tahiri,X668212,37,,5 Residence Bernoussi,M'diq,,Y,7,Y,Rent
1105,A00005384,Hiba Moufkir ,BJ362592,30,Masters,6 Avenue Salam,Casablanca,20220.0,Y,2,N,Mortgage
1106,A00009605,Zineb Metouali,KB672440,43,High School,3 Rue Zerktouni,Tanger,90053.0,Y,5,Y,Rent
1107,A00005677,Rachida Dadi,AB811791,57,,34 Rue Al Massira,Sale,11000.0,N,2,Y,Mortgage
1108,A00004365,Fatima Benali,CC157503,45,Bachelor,39 Hay Centrale,Fes,30000.0,N,4,Y,Rent
1109,A00002067,Khaoula Fadili,N507080,46,Bachelor,45 Residence Centrale,Essaouira,44000.0,Y,7,Y,Mortgage
1110,A00007380,Mohamed Fadili,DN693035,38,High School,14 Hay Mohammed V,Meknes,50010.0,Y,6,Y,Rent
1111,A00001524,Yahya El Yousfi,X510015,28,High School,19 Boulevard Mohammed V,Rissani,,Y,5,Y,Mortgage
1112,A00003978,Aziza Bennani,X751775,39,Bachelor,5 Hay Al Massira,Ouezzane,,Y,7,Y,Mortgage
1113,A00009355,Jamila Benali,AG875717,49,High School,26 Boulevard Al Qods,Rabat,11025.0,Y,4,N,Own
1114,A00004586,Mohammed Amine Moufkir ,M570920,27,Bachelor,25 Hay Centrale,El Jadida,24010.0,Y,3,Y,Own
1115,A00004045,Amine Fadili,AB317664,31,MD,9 Avenue Al Massira,Sale,11000.0,N,4,Y,Mortgage
1116,A00002873,Hajar Banoune,HH321365,40,MD,43 Boulevard Mohammed V,Safi,46000.0,N,3,Y,Mortgage
1117,A00008398,Yahya Radi,AG860009,44,Bachelor,21 Avenue Hlioua,Rabat,11025.0,Y,6,Y,Own
1118,A00000281,Hajar Lahlou,AG173470,51,Masters,4 Lotissement Bernoussi,Rabat,11025.0,N,7,Y,Mortgage
1119,A00009279,Hajar Oufkir,EE714015,54,Masters,1 Hay Mohammed V,Marrakech,40000.0,N,2,Y,Own
1120,A00006953,Adam Dadi,KB778436,31,Masters,38 Hay Salam,Tanger,90053.0,Y,7,Y,Mortgage
1121,A00000402,Khaoula Metouali,X705660,35,Bachelor,15 Boulevard Salam,Ahfir,,Y,2,Y,Mortgage
1122,A00000955,Malak Bennani,AB998016,31,Masters,23 Rue Centrale,Sale,11000.0,Y,5,Y,Own
1123,A00002333,Hajar Barghoud,G459999,59,High School,21 Avenue Al Houda,Kenitra,14110.0,Y,5,Y,Mortgage
1124,A00008956,Rachida Barghoud,F252144,42,College,43 Rue El Fadl,Oujda,60010.0,Y,2,Y,Mortgage
1125,A00005066,Kawtar Metouali,X600851,45,Bachelor,2 Boulevard Al Massira,Nouaceur,,Y,5,Y,Mortgage
1126,A00003523,Hajar El Idrissi,SA873622,52,Bachelor,8 Rue Al Qods,Nador,62000.0,Y,5,Y,Own
1127,A00008487,Hamza Skalli,CC248716,27,MD,11 Lotissement Mohammed V,Fes,30000.0,Y,5,Y,Own
1128,A00002881,Khaoula Metouali,AG391522,49,Bachelor,1 Residence Mohammed V,Rabat,11025.0,Y,6,Y,Own
1129,A00006520,Aziza Barghoud,F994067,42,High School,12 Boulevard Mohammed V,Oujda,60010.0,Y,7,Y,Rent
1130,A00000168,Mohammed Amine Kibala,EE159468,44,Bachelor,23 Residence Salam,Marrakech,40000.0,Y,3,Y,Rent
1131,A00007560,Youssef Kibala,AB290702,47,High School,9 Avenue Centrale,Sale,11000.0,Y,3,Y,Rent
1132,A00007126,Hajar Farissi,X663105,57,High School,32 Rue Salam,Sidi Slimane,,N,5,Y,Mortgage
1133,A00008044,Mohammed Amine El Fassi,N978589,39,Bachelor,26 Residence Salam,Essaouira,44000.0,Y,6,Y,Mortgage
1134,A00000867,Othmane Fadili,SA765856,54,Bachelor,30 Residence Mohammed V,Nador,62000.0,Y,5,Y,Own
1135,A00009484,Ahmed Moufkir ,AB448074,63,Bachelor,32 Lotissement Hlioua,Sale,11000.0,N,2,Y,Own
1136,A00004758,Mohamed Radi,EE578055,35,Bachelor,36 Residence Salam,Marrakech,40000.0,Y,3,Y,Rent
1137,A00009285,Aya Ouazzani,L191898,63,High School,44 Rue Centrale,Tetouan,93000.0,Y,2,Y,Mortgage
1138,A00002847,Youssef Farissi,WA185183,50,Bachelor,30 Avenue Bernoussi,Berrechid,26100.0,N,3,Y,Mortgage
1139,A00004620,Meryem Bachri,BJ218720,61,High School,41 Avenue El Fadl,Casablanca,20220.0,Y,5,Y,Mortgage
1140,A00005941,Amine Tahiri,X436033,51,MD,22 Avenue Hlioua,Khourubga,25000.0,N,4,Y,Rent
1141,A00008749,Noha Kibala,R305107,61,Masters,3 Boulevard Hlioua,El Hoceima,32000.0,Y,7,Y,Mortgage
1142,A00007461,Noha Farissi,DN154637,34,Bachelor,17 Avenue Al Qods,Meknes,50010.0,Y,7,Y,Mortgage
1143,A00006150,Hiba Dadi,AB906090,42,,4 Residence Al Massira,Sale,11000.0,Y,3,Y,Own
1144,A00003394,Khadija Tazi,BJ208221,54,Bachelor,40 Rue Centrale,Casablanca,20220.0,Y,6,Y,Mortgage
1145,A00002431,Kawtar Barghoud,X541098,48,Masters,13 Boulevard Zerktouni,Touissit,,Y,2,Y,Rent
1146,A00001725,Othmane Lahlou,BJ218535,61,Bachelor,12 Rue Al Qods,Casablanca,20220.0,N,2,Y,Rent
1147,A00004828,Hiba Benali,BJ722321,47,Bachelor,12 Boulevard Bernoussi,Casablanca,20220.0,Y,3,Y,Rent
1148,A00002751,Othmane Mansar,AG869821,35,Bachelor,26 Residence El Fadl,Rabat,11025.0,Y,2,Y,Rent
1149,A00006735,Zineb Fadili,N827372,45,Bachelor,15 Hay Al Houda,Essaouira,44000.0,Y,5,Y,Mortgage
1150,A00008597,Hamza Radi,DA360270,49,Bachelor,46 Residence Zerktouni,Azrou,53100.0,Y,7,Y,Rent
1151,A00002033,Malak Ouazzani,X446457,45,Bachelor,42 Avenue Hassan II,Ouezzane,,Y,6,Y,Mortgage
1152,A00002785,Mohammed Amine Fadili,G504706,31,High School,47 Residence El Fadl,Kenitra,14110.0,Y,6,Y,Mortgage
1153,A00006871,Hassan Mansar,CC682317,60,Bachelor,32 Hay Salam,Fes,30000.0,Y,7,Y,Rent
1154,A00007364,Noha Banoune,G617857,55,Bachelor,18 Lotissement Bernoussi,Kenitra,14110.0,Y,3,Y,Own
1155,A00005186,Omar Metouali,AG660067,41,High School,37 Lotissement Bernoussi,Rabat,11025.0,Y,4,Y,Mortgage
1156,A00005543,Omar Mansar,X370023,31,Bachelor,32 Lotissement Mohammed V,Imi n'Tanoute,,N,4,N,Own
1157,A00006400,Kaoutar Metouali,G687894,36,High School,30 Lotissement Al Houda,Kenitra,14110.0,Y,2,Y,Own
1158,A00001687,Zineb El Fassi,SA995450,43,Masters,11 Hay El Fadl,Nador,62000.0,Y,3,Y,Own
1159,A00001015,Mohammed Amine Alaoui,CC830631,54,Bachelor,1 Lotissement Zerktouni,Fes,30000.0,Y,5,N,Rent
1160,A00003142,Adam Amrani,L471863,50,,24 Lotissement Salam,Tetouan,93000.0,N,6,Y,Mortgage
1161,A00004791,Hamza Benchikh,CC126627,33,Bachelor,40 Avenue Bernoussi,Fes,30000.0,Y,5,Y,Rent
1162,A00008148,Rachida El Idrissi,EE974058,33,Bachelor,23 Residence Salam,Marrakech,40000.0,Y,4,Y,Mortgage
